approval_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,scope,primary_species,email,phone,website,business_no,status,verified,verification_level,admin_notes
F500,Stappan Sjøprodukter (Mattilsynet #F500),Stappan Sjøprodukter,Norway,,Gjesvær,"Kobbenesveien 8, 9765 Gjesvær, Norway",71.0981268,25.3950507,10,"Kobbenesvegen 8, 9765 Gjesvær, Norway","FFPP, PP-C, PP-KL, PP-ST",,,,,982610524,approved,true,documentation_verified,"Mattilsynet approved establishment #F500. Scope: Fresh fishery products processing, Processing plant - crustacean, PP-KL, Processing plant - smoked/traditional. Business #982610524."
F607,Askur As Avd Kvalsund (Mattilsynet #F607),Askur As Avd Kvalsund,Norway,,Kvalsund,"Skjåholmveien 192, 9620 Kvalsund, Norway",70.562396,23.696506,10,"Skjåholmveien 192, 9620 Kvalsund, Norway","PP-KL, PP-ST",,,,,989759175,approved,true,documentation_verified,"Mattilsynet approved establishment #F607. Scope: PP-KL, Processing plant - smoked/traditional. Business #989759175."
F610,Sigmund Marjavara (Mattilsynet #F610),Sigmund Marjavara,Norway,,Vadsø,"Terje Wolds Gate 22, 9803 Vadsø, Norway",70.080141,29.722469,10,"Terje Wolds gate 22, 9803 Vadsø, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F610. Scope: Processing plant - smoked/traditional.
F621,Gunnar A Noste (Mattilsynet #F621),Gunnar A Noste,Norway,,Varangerbotn,"Suovka 48, 9840 Varangerbotn, Norway",70.18388,28.588902,10,"Suovka 48, 9840 Varangerbotn, Norway",PP-ST,,,,,996145727,approved,true,documentation_verified,Mattilsynet approved establishment #F621. Scope: Processing plant - smoked/traditional. Business #996145727.
F622,Norway King Crab Production As (Mattilsynet #F622),Norway King Crab Production As,Norway,,Bugøynes,"Nesseveien 16, 9935 Bugøynes, Norway",69.972174,29.644457,10,"Nesseveien 16, 9935 Bugøynes, Norway","FFPP, FFPP-P",,,,,991795286,approved,true,documentation_verified,"Mattilsynet approved establishment #F622. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #991795286."
F633,North Capelin Honningsvåg (Mattilsynet #F633),North Capelin Honningsvåg,Norway,,Honningsvåg,"Kobbhullveien 12, 9750 Honningsvåg, Norway",70.9961824,25.9594309,10,"Kobbhullveien 12, 9750 Honningsvåg, Norway","FFPP, FFPP-P, PP",,,,,876415992,approved,true,documentation_verified,"Mattilsynet approved establishment #F633. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #876415992."
F646,Ørjan Mikkelsen Trane (Mattilsynet #F646),Ørjan Mikkelsen Trane,Norway,,Varangerbotn,"Tangnesveien 10, 9840 Varangerbotn, Norway",70.166641,28.568368,10,"Tangnesveien 10, 9840 Varangerbotn, Norway",PP-ST,,,,,995592916,approved,true,documentation_verified,Mattilsynet approved establishment #F646. Scope: Processing plant - smoked/traditional. Business #995592916.
F650,Oskar Kristoffersen (Mattilsynet #F650),Oskar Kristoffersen,Norway,,Alta,"Raigressveien 1, 9516 Alta, Norway",69.9553738,23.3678541,10,"Raigressveien 1, 9516 Alta, Norway",PP-ST,,,,,985055920,approved,true,documentation_verified,Mattilsynet approved establishment #F650. Scope: Processing plant - smoked/traditional. Business #985055920.
F652,Tor Oskar Mathisen (Mattilsynet #F652),Tor Oskar Mathisen,Norway,,Varangerbotn,"Várjjatgeaidnu 42, 9840 Varangerbotn, Norway",70.174182,28.566265,10,"Várjjatgeaidnu 42, 9840 Varangerbotn, Norway",PP-ST,,,,,993664200,approved,true,documentation_verified,Mattilsynet approved establishment #F652. Scope: Processing plant - smoked/traditional. Business #993664200.
F653,Olav Nordstrand (Mattilsynet #F653),Olav Nordstrand,Norway,,Skjånes,"Odden 8, 9771 Skjånes, Norway",70.7987155,28.092924,10,"Odden 8, 9771 Skjånes, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F653. Scope: Processing plant - smoked/traditional.
F654,Øyvind Nilsen (Mattilsynet #F654),Øyvind Nilsen,Norway,,Alta,"Smibakken 10, 9515 Alta, Norway",69.973154,23.373179,10,"Smibakken 10, 9515 Alta, Norway",PP-ST,,,,,984144318,approved,true,documentation_verified,Mattilsynet approved establishment #F654. Scope: Processing plant - smoked/traditional. Business #984144318.
F656,Edgar Olsen (Mattilsynet #F656),Edgar Olsen,Norway,,Varangerbotn,"Njidgogáddi 36, 9840 Varangerbotn, Norway",70.155018,28.56687,10,"Njiđgogáddi 36, 9840 Varangerbotn, Norway",PP-ST,,,,,993710253,approved,true,documentation_verified,Mattilsynet approved establishment #F656. Scope: Processing plant - smoked/traditional. Business #993710253.
F661,Svend Knutsen (Mattilsynet #F661),Svend Knutsen,Norway,,Talvik,"Langnesveien 343, 9540 Talvik, Norway",70.1123246,22.9863202,10,"Langnesveien 343, 9540 Talvik, Norway",PP-ST,,,,,980934071,approved,true,documentation_verified,Mattilsynet approved establishment #F661. Scope: Processing plant - smoked/traditional. Business #980934071.
F662,Partrederiet Karl Torgeir Ans (Mattilsynet #F662),Partrederiet Karl Torgeir Ans,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,978888364,approved,true,documentation_verified,Mattilsynet approved establishment #F662. Scope: Processing plant - smoked/traditional. Business #978888364.
F664,Pettersen Eivind M (Mattilsynet #F664),Pettersen Eivind M,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,973678868,approved,true,documentation_verified,Mattilsynet approved establishment #F664. Scope: Processing plant - smoked/traditional. Business #973678868.
F665,Arnulf Pettersen (Mattilsynet #F665),Arnulf Pettersen,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,978343716,approved,true,documentation_verified,Mattilsynet approved establishment #F665. Scope: Processing plant - smoked/traditional. Business #978343716.
F666,Anut-Jakt Og Fiske V/Olaf Nilsen Inngår I Dødsbo (Mattilsynet #F666),Anut-Jakt Og Fiske V/Olaf Nilsen Inngår I Dødsbo,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,998947936,approved,true,documentation_verified,Mattilsynet approved establishment #F666. Scope: Processing plant - smoked/traditional. Business #998947936.
F667,Sverre Pedersen (Mattilsynet #F667),Sverre Pedersen,Norway,,Tana,"Smalfjordveien 111, 9845 Tana, Norway",70.441325,28.063649,10,"Smalfjordveien 111, 9841 Tana, Norway",PP-ST,,,,,993913472,approved,true,documentation_verified,Mattilsynet approved establishment #F667. Scope: Processing plant - smoked/traditional. Business #993913472.
F668,Tone Nilsen (Mattilsynet #F668),Tone Nilsen,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F668. Scope: Processing plant - smoked/traditional.
F670,Kristian Nilsen (Mattilsynet #F670),Kristian Nilsen,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,974066785,approved,true,documentation_verified,Mattilsynet approved establishment #F670. Scope: Processing plant - smoked/traditional. Business #974066785.
F671,Mikalsen Edvart (Mattilsynet #F671),Mikalsen Edvart,Norway,,Skjånes,"nan, 9771 Skjånes, Norway",70.7998884,28.0975593,7,"Skjånes, 9771 Skjånes, Norway",PP-ST,,,,,978369154,approved,true,documentation_verified,Mattilsynet approved establishment #F671. Scope: Processing plant - smoked/traditional. Business #978369154.
F673,Albert Martin Mikalsen (Mattilsynet #F673),Albert Martin Mikalsen,Norway,,Skjånes,"nan, 9771 Skjånes, Norway",70.7998884,28.0975593,7,"Skjånes, 9771 Skjånes, Norway",PP-ST,,,,,969617560,approved,true,documentation_verified,Mattilsynet approved establishment #F673. Scope: Processing plant - smoked/traditional. Business #969617560.
F675,Stein Inge Kristiansen (Mattilsynet #F675),Stein Inge Kristiansen,Norway,,Skjånes,"nan, 9771 Skjånes, Norway",70.7998884,28.0975593,7,"Skjånes, 9771 Skjånes, Norway",PP-ST,,,,,973678833,approved,true,documentation_verified,Mattilsynet approved establishment #F675. Scope: Processing plant - smoked/traditional. Business #973678833.
F676,Frank Einar Nordstrand (Mattilsynet #F676),Frank Einar Nordstrand,Norway,,Skjånes,"nan, 9771 Skjånes, Norway",70.7998884,28.0975593,7,"Skjånes, 9771 Skjånes, Norway",PP-ST,,,,,994248219,approved,true,documentation_verified,Mattilsynet approved establishment #F676. Scope: Processing plant - smoked/traditional. Business #994248219.
F677,Idun Karine Pedersen (Mattilsynet #F677),Idun Karine Pedersen,Norway,,Tana,"Smalfjordveien 111, 9841 Tana, Norway",70.441325,28.063649,10,"Smalfjordveien 111, 9841 Tana, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F677. Scope: Processing plant - smoked/traditional.
F678,Lyder Fisk As (Mattilsynet #F678),Lyder Fisk As,Norway,,Veidnesklubben,"nan, 9717 Veidnesklubben, Norway",70.6574907,26.5882346,7,"Veidnes - Sáltesávju, Finnmark, Norway",PP-ST,,,,,995316137,approved,true,documentation_verified,Mattilsynet approved establishment #F678. Scope: Processing plant - smoked/traditional. Business #995316137.
F679,Mikalsen Gjermund (Mattilsynet #F679),Mikalsen Gjermund,Norway,,Skjånes,"nan, 9771 Skjånes, Norway",70.7998884,28.0975593,7,"Skjånes, 9771 Skjånes, Norway",PP-ST,,,,,973678841,approved,true,documentation_verified,Mattilsynet approved establishment #F679. Scope: Processing plant - smoked/traditional. Business #973678841.
F681,Arnt Viktor Pettersen (Mattilsynet #F681),Arnt Viktor Pettersen,Norway,,Øksfjorden,"Øksfjordveien 265, 9552 Øksfjorden, Norway",70.164203,22.302475,10,"Øksfjordveien 265, 9552 Loppa, Norway",PP-ST,,,,,985079358,approved,true,documentation_verified,Mattilsynet approved establishment #F681. Scope: Processing plant - smoked/traditional. Business #985079358.
F682,Arilds Fiskebåtrederi As (Mattilsynet #F682),Arilds Fiskebåtrederi As,Norway,,Alta,"Marienlund 5, 9511 Alta, Norway",69.9688406,23.2565476,10,"Marienlund 5, 9511 Alta, Norway",PP-ST,,,,,979857470,approved,true,documentation_verified,Mattilsynet approved establishment #F682. Scope: Processing plant - smoked/traditional. Business #979857470.
F683,Arvid Arild (Mattilsynet #F683),Arvid Arild,Norway,,Kongshus,"Årøyveien 43, 9533 Kongshus, Norway",70.1395994,23.2410372,10,"Årøyveien 43, 9533 Kongshus, Norway",PP-ST,,,,,995134810,approved,true,documentation_verified,Mattilsynet approved establishment #F683. Scope: Processing plant - smoked/traditional. Business #995134810.
F685,Trond Henriksen (Mattilsynet #F685),Trond Henriksen,Norway,,Korsfjorden,"Elvebukt 14, 9536 Korsfjorden, Norway",70.2827281,23.5456401,10,"Elvebukt 14, 9536 Korsfjorden, Norway",PP-ST,,,,,994362542,approved,true,documentation_verified,Mattilsynet approved establishment #F685. Scope: Processing plant - smoked/traditional. Business #994362542.
F686,Rita Murberg Henriksen (Mattilsynet #F686),Rita Murberg Henriksen,Norway,,Korsfjorden,"Elvebukt 14, 9536 Korsfjorden, Norway",70.2827281,23.5456401,10,"Elvebukt 14, 9536 Korsfjorden, Norway",PP-ST,,,,,991723099,approved,true,documentation_verified,Mattilsynet approved establishment #F686. Scope: Processing plant - smoked/traditional. Business #991723099.
F687,Evertsen Herleif (Mattilsynet #F687),Evertsen Herleif,Norway,,Korsfjorden,"Rakaluftveien 33, 9536 Korsfjorden, Norway",70.2672001,23.363253,10,"Rakaluftveien 33, 9536 Korsfjorden, Norway",PP-ST,,,,,978166342,approved,true,documentation_verified,Mattilsynet approved establishment #F687. Scope: Processing plant - smoked/traditional. Business #978166342.
F689,Borg Kurt Arnold (Mattilsynet #F689),Borg Kurt Arnold,Norway,,Korsfjorden,"Lamvikveien 69, 9536 Korsfjorden, Norway",70.242387,23.334482,10,"Lamvikveien 69, 9536 Korsfjorden, Norway",PP-ST,,,,,974815761,approved,true,documentation_verified,Mattilsynet approved establishment #F689. Scope: Processing plant - smoked/traditional. Business #974815761.
F692,Ingebrigtsen Roger (Mattilsynet #F692),Ingebrigtsen Roger,Norway,,Kviby,"Nyvollveien 236, 9519 Kviby, Norway",70.225573,23.383576,10,"Nyvollveien 236, 9519 Kviby, Norway",PP-ST,,,,,878136462,approved,true,documentation_verified,Mattilsynet approved establishment #F692. Scope: Processing plant - smoked/traditional. Business #878136462.
F696,Arnt Ring (Mattilsynet #F696),Arnt Ring,Norway,,Russenes,"Vestre Porsangerveien 6808, 9713 Russenes, Norway",70.524656,25.08326,10,"Vestre Porsangerveien 6808, 9713 Porsanger, Norway",PP-ST,,,,,978086411,approved,true,documentation_verified,Mattilsynet approved establishment #F696. Scope: Processing plant - smoked/traditional. Business #978086411.
F699,Nadezda Levicheva (Mattilsynet #F699),Nadezda Levicheva,Norway,,Alta,"Nordre Ringvei 10, 9511 Alta, Norway",69.967395,23.261264,10,"Nordre ringvei 10, 9511 Alta, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F699. Scope: Processing plant - smoked/traditional.
F701,Kjell Holmgren (Mattilsynet #F701),Kjell Holmgren,Norway,,Hammerfest,"Jupiters Vei 3, 9602 Hammerfest, Norway",70.6890296,23.6894658,10,"Jupiters vei 3, 9602 Hammerfest, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F701. Scope: Processing plant - smoked/traditional.
F702,Marbakken As (Mattilsynet #F702),Marbakken As,Norway,,Rypefjord,"Markveien 18, 9610 Rypefjord, Norway",70.644709,23.679543,10,"Markveien 18, 9610 Rypefjord, Norway",PP-ST,,,,,920681271,approved,true,documentation_verified,Mattilsynet approved establishment #F702. Scope: Processing plant - smoked/traditional. Business #920681271.
F704,Anne-Karin Halvorsen (Mattilsynet #F704),Anne-Karin Halvorsen,Norway,,Alta,"Aronnesveien 84 A, 9514 Alta, Norway",69.9666623,23.3275155,10,"Aronnesveien 84A, 9514 Alta, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F704. Scope: Processing plant - smoked/traditional.
F705,Harder Småvik (Mattilsynet #F705),Harder Småvik,Norway,,Alta,"Breverudsvingen 17, 9513 Alta, Norway",69.9578462,23.2302172,10,"Breverudsvingen 17, 9513 Alta, Norway",PP-ST,,,,,976780353,approved,true,documentation_verified,Mattilsynet approved establishment #F705. Scope: Processing plant - smoked/traditional. Business #976780353.
F706,Finn Hjalmar Seipæjærvi (Mattilsynet #F706),Finn Hjalmar Seipæjærvi,Norway,,Bugøynes,"Evertsveien 5, 9935 Bugøynes, Norway",69.973328,29.636983,10,"Evertsveien 5, 9935 Bugøynes, Norway",PP-ST,,,,,977436931,approved,true,documentation_verified,Mattilsynet approved establishment #F706. Scope: Processing plant - smoked/traditional. Business #977436931.
F707,Storbukt Fiskeindustri As Avd Vardø (Mattilsynet #F707),Storbukt Fiskeindustri As Avd Vardø,Norway,,Kiberg,"Havnegata 14, 9960 Kiberg, Norway",70.284562,31.000074,10,"Havnegata 14, 9960 Kiberg, Norway",FFPP,,,,,920210376,approved,true,documentation_verified,Mattilsynet approved establishment #F707. Scope: Fresh fishery products processing. Business #920210376.
F710,Bjørn Gunnvald Kristensen (Mattilsynet #F710),Bjørn Gunnvald Kristensen,Norway,,Tana,"Postboks 1, 9846 Tana, Norway",70.1986333,28.1881116,7,"9845 Tana, Norway",PP-ST,,,,,997604954,approved,true,documentation_verified,Mattilsynet approved establishment #F710. Scope: Processing plant - smoked/traditional. Business #997604954.
F713,Edmar Persen (Mattilsynet #F713),Edmar Persen,Norway,,Børselv,"nan, 9716 Børselv, Norway",70.3179105,25.5658813,7,"Bissojohka - Børselv - Pyssyjoki, Finnmark, Norway",PP-ST,,,,,981645316,approved,true,documentation_verified,Mattilsynet approved establishment #F713. Scope: Processing plant - smoked/traditional. Business #981645316.
F714,Josefsen Hedly (Mattilsynet #F714),Josefsen Hedly,Norway,,Indre Billefjord,"nan, 9710 Indre Billefjord, Norway",70.3153099,25.0462155,7,"9710 Billávuotna - Indre Billefjord - Pillavuono, Norway",PP-ST,,,,,978343589,approved,true,documentation_verified,Mattilsynet approved establishment #F714. Scope: Processing plant - smoked/traditional. Business #978343589.
F715,Roald Wilhelmsen (Mattilsynet #F715),Roald Wilhelmsen,Norway,,Russenes,"Smørfjord, 9713 Russenes, Norway",70.5,25.0667,7,"9713 Vestfold, Norway",PP-ST,,,,,978564607,approved,true,documentation_verified,Mattilsynet approved establishment #F715. Scope: Processing plant - smoked/traditional. Business #978564607.
F716,Gunn Inger Johansen (Mattilsynet #F716),Gunn Inger Johansen,Norway,,Nervei,"nan, 9773 Nervei, Norway",70.665933,27.8512472,7,"Nervei - Njereveadji, Finnmark, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F716. Scope: Processing plant - smoked/traditional.
F720,North Cape King Crab As Avd Honningsvåg (Mattilsynet #F720),North Cape King Crab As Avd Honningsvåg,Norway,,Repvåg,"Repvåg 47, 9768 Repvåg, Norway",70.7478392,25.6738853,10,"Repvåg 47, 9768 Repvåg, Norway","FFPP, FFPP-P",,,,,972374490,approved,true,documentation_verified,"Mattilsynet approved establishment #F720. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #972374490."
F721,Jørn Harangen (Mattilsynet #F721),Jørn Harangen,Norway,,Lakselv,"Karkoveien 5, 9700 Lakselv, Norway",70.0618424,24.9458454,10,"Karkoveien 5, 9700 Lakselv, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F721. Scope: Processing plant - smoked/traditional.
F732,Lars Henry Malvin Johnsen (Mattilsynet #F732),Lars Henry Malvin Johnsen,Norway,,Øksfjord,"Bukta, 9550 Øksfjord, Norway",70.2396,22.3479,7,"9550 Vestfold, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #F732. Scope: Processing plant - smoked/traditional.
