approval_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,scope,primary_species,email,phone,website,business_no,status,verified,verification_level,admin_notes
N1115,Mowi Avd Slakteri Herøy (Mattilsynet #N1115),Mowi Avd Slakteri Herøy,Norway,,Herøy,"Øksningsveien 43, 8850 Herøy, Norway",65.999888,12.269431,10,"Øksningsveien 43, 8850 Herøy, Norway","FFPP-P, FFPP-SA",,,,,972354899,approved,true,documentation_verified,"Mattilsynet approved establishment #N1115. Scope: Fresh fishery products processing - pelagic, Fresh fishery products processing - salmon/aquaculture. Business #972354899."
N1142,Øver Hongset Da (Mattilsynet #N1142),Øver Hongset Da,Norway,,Velfjord,"Hongsetveien 106, 8960 Velfjord, Norway",65.339783,12.511025,10,"Hongsetveien 106, 8960 Velfjord, Norway","FFPP-P, FFPP-SA, PP",,,,,887680892,approved,true,documentation_verified,"Mattilsynet approved establishment #N1142. Scope: Fresh fishery products processing - pelagic, Fresh fishery products processing - salmon/aquaculture, Processing plant. Business #887680892."
N1187,Kjella Samvirkelag Sa (Mattilsynet #N1187),Kjella Samvirkelag Sa,Norway,,Bindalseidet,"Haukenesveien 45, 7982 Bindalseidet, Norway",65.1153757,12.0051359,10,"Haukenesveien 45, 7982 Bindalseidet, Norway",FFPP,,,,,971719230,approved,true,documentation_verified,Mattilsynet approved establishment #N1187. Scope: Fresh fishery products processing. Business #971719230.
N1200,Roger Blom (Mattilsynet #N1200),Roger Blom,Norway,,Hennes,"Kvitnes, 8414 Hennes, Norway",68.5333,15.2167,7,"8414 Troms, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N1200. Scope: Processing plant - smoked/traditional.
N1206,Vega Delikatesser As (Mattilsynet #N1206),Vega Delikatesser As,Norway,,Vega,"Igerøy, 8980 Vega, Norway",65.6829417,12.1257028,7,"Igerøy, Nordland, Norway","FFPP-P, PP-KL, PP-SA, PP-ST",,,,,876232332,approved,true,documentation_verified,"Mattilsynet approved establishment #N1206. Scope: Fresh fishery products processing - pelagic, PP-KL, PP-SA, Processing plant - smoked/traditional. Business #876232332."
N1302,Ole Lars Kildal (Mattilsynet #N1302),Ole Lars Kildal,Norway,,Engavågen,"Kjeldal 95, 8170 Engavågen, Norway",66.766777,13.66772,10,"Kjeldal 95, 8170 Engavågen, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N1302. Scope: Processing plant - smoked/traditional.
N1303,Eddie Even Kildal (Mattilsynet #N1303),Eddie Even Kildal,Norway,,Halsa,"Skogmo 9, 8178 Halsa, Norway",66.742528,13.573694,10,"Skogmo 9, 8178 Halsa, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N1303. Scope: Processing plant - smoked/traditional.
N1307,Wiggo Nygård (Mattilsynet #N1307),Wiggo Nygård,Norway,,Neverdal,"Nyveien 23, 8149 Neverdal, Norway",66.847777,13.745341,10,"Nyveien 23, 8149 Neverdal, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N1307. Scope: Processing plant - smoked/traditional.
N1310,Jim Lorentzen (Mattilsynet #N1310),Jim Lorentzen,Norway,,Nordnesøy,"Vikran 11, 8198 Nordnesøy, Norway",62.0,10.0,1,Norway,"FFPP, PP, PP-ST",,,,,986688269,approved,true,documentation_verified,"Mattilsynet approved establishment #N1310. Scope: Fresh fishery products processing, Processing plant, Processing plant - smoked/traditional. Business #986688269."
N1409,Fredriksen Roar (Mattilsynet #N1409),Fredriksen Roar,Norway,,Ankenesstrand,"Bergvn. 69, 8520 Ankenesstrand, Norway",68.4167,17.3833,7,"8520 Troms, Norway",FFPP-P,,,,,978111912,approved,true,documentation_verified,Mattilsynet approved establishment #N1409. Scope: Fresh fishery products processing - pelagic. Business #978111912.
N2063,Fleinvær Fiskemottak As (Mattilsynet #N2063),Fleinvær Fiskemottak As,Norway,,Fleinvær,"Fleinvær, 8094 Fleinvær, Norway",67.1710376,13.7752422,9,"Mevær hurtigbåtkai Fleinvær, Mevær, 8094 Fleinvær, Norway","FFPP, FFPP-P",,,,,976392353,approved,true,documentation_verified,"Mattilsynet approved establishment #N2063. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #976392353."
N2141,Polarmat As (Mattilsynet #N2141),Polarmat As,Norway,,Tonnes,"nan, 8750 Tonnes, Norway",66.5137635,13.0143189,7,"8750 Tonnes, Norway",PP,,,,,919379790,approved,true,documentation_verified,Mattilsynet approved establishment #N2141. Scope: Processing plant. Business #919379790.
N2156,Villmarksprodukter Da (Mattilsynet #N2156),Villmarksprodukter Da,Norway,,Hattfjelldal,"O.T. Olsens Vei 2 D, 8690 Hattfjelldal, Norway",65.596719,13.989446,10,"O.T. Olsens vei 2D, 8692 Aarborte - Hattfjelldal, Norway","FFPP-P, PP",,,,,988746428,approved,true,documentation_verified,"Mattilsynet approved establishment #N2156. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #988746428."
N2157,Håvard Reløy (Mattilsynet #N2157),Håvard Reløy,Norway,,Lurøy,"Håvard Reløy, 8766 Lurøy, Norway",66.4189,12.8425,7,"8766 Troms, Norway",PP-ST,,,,,993914177,approved,true,documentation_verified,Mattilsynet approved establishment #N2157. Scope: Processing plant - smoked/traditional. Business #993914177.
N2158,Reløy Sigurd M (Mattilsynet #N2158),Reløy Sigurd M,Norway,,Lurøy,"Onøy, 8766 Lurøy, Norway",66.3952571,12.8450783,8,"Onøyveien, 8766 Lurøy, Norway",PP-ST,,,,,978204961,approved,true,documentation_verified,Mattilsynet approved establishment #N2158. Scope: Processing plant - smoked/traditional. Business #978204961.
N2159,Olsen Terje L (Mattilsynet #N2159),Olsen Terje L,Norway,,Lurøy,"Onøy, 8766 Lurøy, Norway",66.3952571,12.8450783,8,"Onøyveien, 8766 Lurøy, Norway",PP-ST,,,,,970195130,approved,true,documentation_verified,Mattilsynet approved establishment #N2159. Scope: Processing plant - smoked/traditional. Business #970195130.
N2160,Olsen Terje L (Mattilsynet #N2160),Olsen Terje L,Norway,,Lurøy,"Onøy, 8766 Lurøy, Norway",66.3952571,12.8450783,8,"Onøyveien, 8766 Lurøy, Norway",PP-ST,,,,,970195130,approved,true,documentation_verified,Mattilsynet approved establishment #N2160. Scope: Processing plant - smoked/traditional. Business #970195130.
N2163,Wiggo Johansen (Mattilsynet #N2163),Wiggo Johansen,Norway,,Lurøy,"Onøy, 8766 Lurøy, Norway",66.3952571,12.8450783,8,"Onøyveien, 8766 Lurøy, Norway",PP-ST,,,,,989856669,approved,true,documentation_verified,Mattilsynet approved establishment #N2163. Scope: Processing plant - smoked/traditional. Business #989856669.
N2165,Tangen Produkter (Mattilsynet #N2165),Tangen Produkter,Norway,,Drag,"Drag, 8270 Drag, Norway",68.0494815,16.0574839,8,"Drag, 8270 Drag, Norway","FFPP, PP",,,,,987582286,approved,true,documentation_verified,"Mattilsynet approved establishment #N2165. Scope: Fresh fishery products processing, Processing plant. Business #987582286."
N2166,Nargtind As (Mattilsynet #N2166),Nargtind As,Norway,,Lurøy,"Onøy, 8766 Lurøy, Norway",66.3952571,12.8450783,8,"Onøyveien, 8766 Lurøy, Norway",PP-ST,,,,,999354394,approved,true,documentation_verified,Mattilsynet approved establishment #N2166. Scope: Processing plant - smoked/traditional. Business #999354394.
N2173,The Qrill Company As Avd Stamsund (Mattilsynet #N2173),The Qrill Company As Avd Stamsund,Norway,,Stamsund,"J.M.Johansens Vei 99, 8340 Stamsund, Norway",68.1259594,13.8513649,10,"J.M. Johansens vei 99, 8340 Stamsund, Norway","PP-C, PP-MA",,,,,988364754,approved,true,documentation_verified,"Mattilsynet approved establishment #N2173. Scope: Processing plant - crustacean, Processing plant - marine animal products. Business #988364754."
N2181,Jann Breivik (Mattilsynet #N2181),Jann Breivik,Norway,,Tjongsfjorden,"Breivik, 8186 Tjongsfjorden, Norway",66.6833,13.4667,7,"8186 Troms, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2181. Scope: Processing plant - smoked/traditional.
N2182,Hans Urskog (Mattilsynet #N2182),Hans Urskog,Norway,,Vågaholmen,"Sunset, 8185 Vågaholmen, Norway",66.7137,13.2871,7,"8185 Troms, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2182. Scope: Processing plant - smoked/traditional.
N2184,Torleif Peder Urskog (Mattilsynet #N2184),Torleif Peder Urskog,Norway,,Jektvik,"nan, 8187 Jektvik, Norway",66.6258352,13.2918532,7,"8187 Jektvik, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2184. Scope: Processing plant - smoked/traditional.
N2186,Rørvik Fisk As (Mattilsynet #N2186),Rørvik Fisk As,Norway,,Rørvik,"Fryseriet, 7900 Rørvik, Norway",64.9162,10.9387,7,"7900 Telemark, Norway",FFPP,,,,,884084652,approved,true,documentation_verified,Mattilsynet approved establishment #N2186. Scope: Fresh fishery products processing. Business #884084652.
N2189,Meløy Videregående Skole Avd Inndyr (Mattilsynet #N2189),Meløy Videregående Skole Avd Inndyr,Norway,,Inndyr,"Inndyr 455, 8140 Inndyr, Norway",67.0390457,14.0373504,9,"Inndyrveien, 8140 Inndyr, Norway","FFPP, FFPP-P, FFPP-S, FFPP-SA, PP, PP-ST",,,,,874621412,approved,true,documentation_verified,"Mattilsynet approved establishment #N2189. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, FFPP-S, Fresh fishery products processing - salmon/aquaculture, Processing plant, Processing plant - smoked/traditional. Business #874621412."
N2196,Per-Otto Davidsen (Mattilsynet #N2196),Per-Otto Davidsen,Norway,,Aldra,"nan, 8732 Aldra, Norway",66.401041,13.1153457,7,"Aldra, 8732 Aldra, Norway",PP-ST,,,,,995415631,approved,true,documentation_verified,Mattilsynet approved establishment #N2196. Scope: Processing plant - smoked/traditional. Business #995415631.
N2204,Nordland Havfiske As (Mattilsynet #N2204),Nordland Havfiske As,Norway,,Stamsund,"Buøyveien 7, 8340 Stamsund, Norway",68.126398,13.856861,10,"Buøyveien 7, 8340 Stamsund, Norway",PP-MA,,,,,973234676,approved,true,documentation_verified,Mattilsynet approved establishment #N2204. Scope: Processing plant - marine animal products. Business #973234676.
N2205,Svein Larsen (Mattilsynet #N2205),Svein Larsen,Norway,,Utskarpen,"Flostrandveien 342, 8725 Utskarpen, Norway",66.3453535,13.4588652,10,"Flostrandveien 342, 8725 Utskarpen, Norway","FFPP, FFPP-P, PP-SA, PP-ST",,,,,914287332,approved,true,documentation_verified,"Mattilsynet approved establishment #N2205. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-SA, Processing plant - smoked/traditional. Business #914287332."
N2207,Frank Pedersen (Mattilsynet #N2207),Frank Pedersen,Norway,,Kjerringøy,"Selhaugveien 6, 8093 Kjerringøy, Norway",67.5167,14.7667,7,"8093 Troms, Norway","FFPP, FFPP-P",,,,,987801166,approved,true,documentation_verified,"Mattilsynet approved establishment #N2207. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #987801166."
N2224,Lene Engvik Rasch (Mattilsynet #N2224),Lene Engvik Rasch,Norway,,Jektvik,"Sperstadveien 152, 8187 Jektvik, Norway",66.47346,13.28009,9,"Rødøy, Nordland, Norway",PP-ST,,,,,972508535,approved,true,documentation_verified,Mattilsynet approved establishment #N2224. Scope: Processing plant - smoked/traditional. Business #972508535.
N2228,Myre Fiskemottak As Avd Myre (Mattilsynet #N2228),Myre Fiskemottak As Avd Myre,Norway,,Myre,"Bolstads Vei 15, 8430 Myre, Norway",68.911694,15.0636291,10,"Bolstads vei 15, 8430 Myre, Norway","FFPP, PP, PP-ST",,,,,989281682,approved,true,documentation_verified,"Mattilsynet approved establishment #N2228. Scope: Fresh fishery products processing, Processing plant, Processing plant - smoked/traditional. Business #989281682."
N2230,Karl-Arne Kristiansen (Mattilsynet #N2230),Karl-Arne Kristiansen,Norway,,Bøstad,"Mærvollveien 75, 8360 Bøstad, Norway",68.249631,13.627765,10,"Mærvollveien 75, 8360 Bøstad, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2230. Scope: Processing plant - smoked/traditional.
N2240,Anne Marie As (Mattilsynet #N2240),Anne Marie As,Norway,,Skrova,"Losbakken 1, 8320 Skrova, Norway",68.1669984,14.6599511,10,"Losbakken 1, 8320 Skrova, Norway","FFPP, FFPP-P",,,,,997987934,approved,true,documentation_verified,"Mattilsynet approved establishment #N2240. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #997987934."
N2243,Myhres Røkeri As (Mattilsynet #N2243),Myhres Røkeri As,Norway,,Myre,"Mellomveien 13, 8430 Myre, Norway",68.9176597,15.0978732,10,"Mellomveien 13, 8430 Myre, Norway",RW,,,,,913200497,approved,true,documentation_verified,Mattilsynet approved establishment #N2243. Scope: Rewrapping/relabelling. Business #913200497.
N2256,Reidar Johansen (Mattilsynet #N2256),Reidar Johansen,Norway,,Jektvik,"Sperstadveien 34, 8187 Jektvik, Norway",66.47346,13.28009,9,"Rødøy, Nordland, Norway",PP-ST,,,,,978240887,approved,true,documentation_verified,Mattilsynet approved establishment #N2256. Scope: Processing plant - smoked/traditional. Business #978240887.
N2257,Futurum Seafood As Avd Henningsvær (Mattilsynet #N2257),Futurum Seafood As Avd Henningsvær,Norway,,Henningsvær,"Dreyers Gate 17, 8312 Henningsvær, Norway",68.1542252,14.2034688,10,"Dreyers gate 17, 8312 Henningsvær, Norway","FFPP, FFPP-P",,,,,916279884,approved,true,documentation_verified,"Mattilsynet approved establishment #N2257. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #916279884."
N2275,Primex Norway As (Mattilsynet #N2275),Primex Norway As,Norway,,Myre,"Havnegaten 1, 8430 Myre, Norway",68.9152,15.0716,7,"8430 Troms, Norway","FFPP, FFPP-P, MSM, PP",,,,,986662839,approved,true,documentation_verified,"Mattilsynet approved establishment #N2275. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, MSM, Processing plant. Business #986662839."
N2284,Cermaq Norway As Avd Slakteri Steigen (Mattilsynet #N2284),Cermaq Norway As Avd Slakteri Steigen,Norway,,Bogøy,"Bogøyveien 153, 8288 Bogøy, Norway",67.90108,15.187016,10,"Bogøyveien 153, 8288 Bogøy, Norway","FFPP-P, FFPP-SA",,,,,920248063,approved,true,documentation_verified,"Mattilsynet approved establishment #N2284. Scope: Fresh fishery products processing - pelagic, Fresh fishery products processing - salmon/aquaculture. Business #920248063."
N2285,Sa-Fish As (Mattilsynet #N2285),Sa-Fish As,Norway,,Sørarnøy,"Hestøysundet 35, 8135 Sørarnøy, Norway",67.130773,13.961576,10,"Hestøysundet 35, 8135 Sørarnøy, Norway",FFPP,,,,,920292062,approved,true,documentation_verified,Mattilsynet approved establishment #N2285. Scope: Fresh fishery products processing. Business #920292062.
N2297,Dybos Fisk As (Mattilsynet #N2297),Dybos Fisk As,Norway,,Brønnøysund,"Strandveien 30, 8904 Brønnøysund, Norway",65.4705231,12.2021987,10,"Strandveien 30, 8904 Brønnøysund, Norway","FFPP, FFPP-P, PP, PP-KL, PP-SA, PP-ST",,,,,882927512,approved,true,documentation_verified,"Mattilsynet approved establishment #N2297. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-KL, PP-SA, Processing plant - smoked/traditional. Business #882927512."
N2301,The Qrill Company As Avd Stamsund (Mattilsynet #N2301),The Qrill Company As Avd Stamsund,Norway,,Stamsund,"J.M.Johansens Vei 99, 8340 Stamsund, Norway",68.1259594,13.8513649,10,"J.M. Johansens vei 99, 8340 Stamsund, Norway","FFPP, PP-MA",,,,,988364754,approved,true,documentation_verified,"Mattilsynet approved establishment #N2301. Scope: Fresh fishery products processing, Processing plant - marine animal products. Business #988364754."
N2304,Salten Salmon As (Mattilsynet #N2304),Salten Salmon As,Norway,,Bodø,"Dreyfushammarn 30, 8012 Bodø, Norway",67.2950767,14.4030737,10,"Dreyfushammarn 30, 8012 Bodø, Norway","FFPP-P, PP",,,,,920315550,approved,true,documentation_verified,"Mattilsynet approved establishment #N2304. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #920315550."
N2309,Vega Delikatesser As (Mattilsynet #N2309),Vega Delikatesser As,Norway,,Vega,"Igerøy, 8986 Vega, Norway",65.6829417,12.1257028,7,"Igerøy, Nordland, Norway","FFPP, PP",,,,,876232332,approved,true,documentation_verified,"Mattilsynet approved establishment #N2309. Scope: Fresh fishery products processing, Processing plant. Business #876232332."
N2315,Safe Track Food As (Mattilsynet #N2315),Safe Track Food As,Norway,,Bø I Vesterålen,"Steinesjøveien 73, 8470 Bø I Vesterålen, Norway",68.60615,14.4587847,10,"Steinesjøveien 73, 8470 Bø, Norway",PP-ST,,,,,916786549,approved,true,documentation_verified,Mattilsynet approved establishment #N2315. Scope: Processing plant - smoked/traditional. Business #916786549.
N2320,Myre Fiskemottak As Avd Myre (Mattilsynet #N2320),Myre Fiskemottak As Avd Myre,Norway,,Myre,"Bolstads Vei 15, 8430 Myre, Norway",68.911694,15.0636291,10,"Bolstads vei 15, 8430 Myre, Norway","FFPP, FFPP-P, PP, PP-ST",,,,,989281682,approved,true,documentation_verified,"Mattilsynet approved establishment #N2320. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - smoked/traditional. Business #989281682."
N2334,Beiarvekst As (Mattilsynet #N2334),Beiarvekst As,Norway,,Tollå,"Vestre Beiarveien 1042, 8114 Tollå, Norway",66.921635,14.772648,10,"Vestre Beiarveien 1042, 8114 Tollå, Norway",PP,,,,,988183105,approved,true,documentation_verified,Mattilsynet approved establishment #N2334. Scope: Processing plant. Business #988183105.
N2336,Sten Ivar Nilsen (Mattilsynet #N2336),Sten Ivar Nilsen,Norway,,Bøstad,"Mærvollveien 187, 8360 Bøstad, Norway",68.246925,13.603475,10,"Mærvollveien 187, 8360 Bøstad, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2336. Scope: Processing plant - smoked/traditional.
N2337,Isaksen Arnleik (Mattilsynet #N2337),Isaksen Arnleik,Norway,,Sleneset,"Oddaveien 22, 8762 Sleneset, Norway",66.366827,12.591021,10,"Oddaveien 22, 8762 Sleneset, Norway",PP-ST,,,,,998982456,approved,true,documentation_verified,Mattilsynet approved establishment #N2337. Scope: Processing plant - smoked/traditional. Business #998982456.
N2338,Torstein Grønning (Mattilsynet #N2338),Torstein Grønning,Norway,,Sleneset,"Straumen 23, 8762 Sleneset, Norway",66.360035,12.601736,10,"Straumen 23, 8762 Sleneset, Norway",PP-ST,,,,,974284146,approved,true,documentation_verified,Mattilsynet approved establishment #N2338. Scope: Processing plant - smoked/traditional. Business #974284146.
N2339,Aud Anita Skughei Grønning (Mattilsynet #N2339),Aud Anita Skughei Grønning,Norway,,Sleneset,"Straumen 23, 8762 Sleneset, Norway",66.360035,12.601736,10,"Straumen 23, 8762 Sleneset, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2339. Scope: Processing plant - smoked/traditional.
N2341,Roald Johan Stensland (Mattilsynet #N2341),Roald Johan Stensland,Norway,,Øresvik,"Steinslandsveien 100, 8754 Øresvik, Norway",66.501254,13.210728,10,"Steinslandsveien 100, 8754 Øresvik, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2341. Scope: Processing plant - smoked/traditional.
N2342,Frank Roger Andersen (Mattilsynet #N2342),Frank Roger Andersen,Norway,,Øresvik,"Steinslandsveien 13, 8754 Øresvik, Norway",66.488538,13.220202,10,"Steinslandsveien 13, 8754 Øresvik, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #N2342. Scope: Processing plant - smoked/traditional.
N2347,Brimo Fiskeforedling As (Mattilsynet #N2347),Brimo Fiskeforedling As,Norway,,Reipå,"Foreveien 135, 8146 Reipå, Norway",66.909175,13.605938,10,"Foreveien 135, 8146 Reipå, Norway","FFPP, FFPP-P, PP-SA",,,,,925227390,approved,true,documentation_verified,"Mattilsynet approved establishment #N2347. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-SA. Business #925227390."
N2349,Calanus As Avd Produksjon (Mattilsynet #N2349),Calanus As Avd Produksjon,Norway,,Sortland,"Lilandveien 20, 8407 Sortland, Norway",68.735538,15.51914,10,"Lilandveien 20, 8407 Sortland, Norway",PP-MA,,,,,912404668,approved,true,documentation_verified,Mattilsynet approved establishment #N2349. Scope: Processing plant - marine animal products. Business #912404668.
N2350,Sufi As Avd Sund I Lofoten (Mattilsynet #N2350),Sufi As Avd Sund I Lofoten,Norway,,Ramberg,"Flakstadveien 487, 8380 Ramberg, Norway",68.0875498,13.2280873,10,"Flakstadveien 487, 8380 Ramberg, Norway","FFPP, FFPP-P, PP, PP-SA, PP-ST",,,,,975925811,approved,true,documentation_verified,"Mattilsynet approved establishment #N2350. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA, Processing plant - smoked/traditional. Business #975925811."
N2353,Myre Kystdrift As (Mattilsynet #N2353),Myre Kystdrift As,Norway,,Myre,"Sommarøy, 8430 Myre, Norway",68.9055138,15.0628639,8,"8430 Myre, Norway",FFPP-SA,,,,,980645762,approved,true,documentation_verified,Mattilsynet approved establishment #N2353. Scope: Fresh fishery products processing - salmon/aquaculture. Business #980645762.
N2356,Karl Viktor Fisk As (Mattilsynet #N2356),Karl Viktor Fisk As,Norway,,Henningsvær,"Hellandsgata 77, 8312 Henningsvær, Norway",68.1546685,14.2083784,10,"Hellandsgata 77, 8312 Henningsvær, Norway","FFPP, FFPP-P, PP-SA",,,,,926549138,approved,true,documentation_verified,"Mattilsynet approved establishment #N2356. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-SA. Business #926549138."
N2357,Vesteralen Seafood As (Mattilsynet #N2357),Vesteralen Seafood As,Norway,,Myre,"Kloneset 35a, 8430 Myre, Norway",68.977493,15.187735,10,"Kloneset 35A, 8430 Myre, Norway","FFPP, FFPP-P",,,,,827392502,approved,true,documentation_verified,"Mattilsynet approved establishment #N2357. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #827392502."
N2368,Hilde Stensen (Mattilsynet #N2368),Hilde Stensen,Norway,,Bleikvasslia,"Nymo Gård, 8647 Bleikvasslia, Norway",65.9,13.8167,7,"8647 Troms, Norway",FFPP-SA,,,,,920214568,approved,true,documentation_verified,Mattilsynet approved establishment #N2368. Scope: Fresh fishery products processing - salmon/aquaculture. Business #920214568.
N2376,J. M. Nilsen Fisk As (Mattilsynet #N2376),J. M. Nilsen Fisk As,Norway,,Andenes,"Hamnegt 87, 8480 Andenes, Norway",69.3143,16.1194,7,"8480 Troms, Norway",FFPP,,,,,973186876,approved,true,documentation_verified,Mattilsynet approved establishment #N2376. Scope: Fresh fishery products processing. Business #973186876.
N2377,Reid Engseth (Mattilsynet #N2377),Reid Engseth,Norway,,Øresvik,"Steinslandsveien 6, 8754 Øresvik, Norway",66.48795,13.223008,10,"Steinslandsveien 6, 8754 Øresvik, Norway",PP-ST,,,,,928700437,approved,true,documentation_verified,Mattilsynet approved establishment #N2377. Scope: Processing plant - smoked/traditional. Business #928700437.
N2380,Saltenfisk As (Mattilsynet #N2380),Saltenfisk As,Norway,,Bodø,"Trålveien 6, 8013 Bodø, Norway",67.2728759,14.4553817,10,"Trålveien 6, 8013 Bodø, Norway","FFPP-P, PP, PP-KL",,,,,932119013,approved,true,documentation_verified,"Mattilsynet approved establishment #N2380. Scope: Fresh fishery products processing - pelagic, Processing plant, PP-KL. Business #932119013."
N2384,Træna Sjømat As (Mattilsynet #N2384),Træna Sjømat As,Norway,,Træna,"Flottingveien 26, 8770 Træna, Norway",66.495018,12.087767,10,"Fløttingveien 26, 8770 Træna, Norway","FFPP, FFPP-P, PP, PP-SA",,,,,929720261,approved,true,documentation_verified,"Mattilsynet approved establishment #N2384. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA. Business #929720261."
N2391,Lofothau Produksjon As (Mattilsynet #N2391),Lofothau Produksjon As,Norway,,Leknes,"Havnekvartalet 4, 8370 Leknes, Norway",68.130532,13.573647,10,"Havnekvartalet 4, 8370 Leknes, Norway",PP-ST,,,,,928158357,approved,true,documentation_verified,Mattilsynet approved establishment #N2391. Scope: Processing plant - smoked/traditional. Business #928158357.
N2395,Storvik Gård As (Mattilsynet #N2395),Storvik Gård As,Norway,,Storvik,"Osbakken 10, 8145 Storvik, Norway",66.963553,13.814488,10,"Osbakken 10, 8145 Storvik, Norway","FFPP, PP, PP-ST",,,,,929731107,approved,true,documentation_verified,"Mattilsynet approved establishment #N2395. Scope: Fresh fishery products processing, Processing plant, Processing plant - smoked/traditional. Business #929731107."
N2396,Oppinor As (Mattilsynet #N2396),Oppinor As,Norway,,Skutvik,"Gamle Skutvik Vei 36, 8290 Skutvik, Norway",68.015895,15.337587,10,"Gamle Skutvik vei 36, 8290 Skutvik, Norway","FFPP, FFPP-P, PP-C",,,,,931592254,approved,true,documentation_verified,"Mattilsynet approved establishment #N2396. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant - crustacean. Business #931592254."
N2398,Futurum Seafood As Avd Henningsvær (Mattilsynet #N2398),Futurum Seafood As Avd Henningsvær,Norway,,Henningsvær,"Dreyers Gate 17, 8312 Henningsvær, Norway",68.1542252,14.2034688,10,"Dreyers gate 17, 8312 Henningsvær, Norway","FFPP-P, PP, RW",,,,,916279884,approved,true,documentation_verified,"Mattilsynet approved establishment #N2398. Scope: Fresh fishery products processing - pelagic, Processing plant, Rewrapping/relabelling. Business #916279884."
N2404,Kolbjørn Aksel Johansen (Mattilsynet #N2404),Kolbjørn Aksel Johansen,Norway,,Konsvikosen,"Skolbakken 2, 8752 Konsvikosen, Norway",66.498983,13.091473,10,"Skolbakken 2, 8752 Konsvikosen, Norway",PP-ST,,,,,973882635,approved,true,documentation_verified,Mattilsynet approved establishment #N2404. Scope: Processing plant - smoked/traditional. Business #973882635.
N2407,Aminor As Lovund (Mattilsynet #N2407),Aminor As Lovund,Norway,,Lovund,"Naustholmveien 13, 8764 Lovund, Norway",66.367439,12.377492,10,"Naustholmveien 13, 8764 Lovund, Norway","FFPP-P, FFPP-S",,,,,932375613,approved,true,documentation_verified,"Mattilsynet approved establishment #N2407. Scope: Fresh fishery products processing - pelagic, FFPP-S. Business #932375613."
N2408,Glea Salmon As (Mattilsynet #N2408),Glea Salmon As,Norway,,Røst,"Gleaveien 11a, 8064 Røst, Norway",67.505883,12.069739,10,"Gleaveien 11A, 8064 Røst, Norway",FFPP-P,,,,,933690741,approved,true,documentation_verified,Mattilsynet approved establishment #N2408. Scope: Fresh fishery products processing - pelagic. Business #933690741.
N2410,Kleppstadfisk As (Mattilsynet #N2410),Kleppstadfisk As,Norway,,Stamsund,"J.M.Johansens Vei 19, 8340 Stamsund, Norway",68.122022,13.845108,10,"J.M. Johansens vei 19, 8340 Stamsund, Norway",FFPP-P,,,,,986414061,approved,true,documentation_verified,Mattilsynet approved establishment #N2410. Scope: Fresh fishery products processing - pelagic. Business #986414061.
N 869,Engeløya Fiskemottak A/L  V/Ståle Kjelstrup (Mattilsynet #N 869),Engeløya Fiskemottak A/L  V/Ståle Kjelstrup,Norway,,Engeløya,"nan, 8289 Engeløya, Norway",67.9638139,15.0319408,7,"Bø, Nordland, Norway","FFPP, PP-ST",,,,,974049899,approved,true,documentation_verified,"Mattilsynet approved establishment #N 869. Scope: Fresh fishery products processing, Processing plant - smoked/traditional. Business #974049899."
