approval_no,plant_name,company,address,town_region,country,activity,activity_type,latitude,longitude,geocode_confidence,geocode_formatted
3411,PESCADAK,PESCADAK,Z I ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.50.0142.17,PESCADOS LA COSTA DEL MAR,PESCADOS LA COSTA DEL MAR,N° 10 PORT DE M DIQ BP 251,NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
2515,PESCADOS DEL CANTO,PESCADOS DEL CANTO,PORT DE PECHE DE BENI ENSAR,M'DIQ,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.68571,-5.32507,7,"M'Diq, Tetouan, Morocco"
PP.60.0198.19,PESCADOS PUNTAMAR,PESCADOS PUNTAMAR,Port de Mehdia kENITRA,KENITRA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.2715531,-6.6446354,9,"Kasbat el Mehdia, Mehdya, باشوية المهدية, Morocco"
3122,PESCONDA,PESCONDA,NOUVELLE ZI LOT 181 ET 182 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
4116,PINK SALMON,PINK SALMON,N 442 ZI SIDI GHANEM MARRAKECH,MARRAKECH,Morocco,FUMAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.6238798,-7.9879842,9,"Riad Casa Sofia, Riad Zitoun Kadim, Derb El Khadar N 16, 40040 Marrakesh, Morocco"
PEF.19.0149.17,PLURI FISH,PLURI FISH,LOT AL MASSAR N° 31 ROUTE DE SAFI MARRAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
PEF.7.0072.15,POLE FISHS,POLE FISHS,"DOUAR HART HAMRI, DAR BOUAZZA,NOUACEUR CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.51535,-7.81677,9,"Dar Bouazza, Nouaceur, Morocco"
1310,POLYVALENT ENNAJAH,POLYVALENT ENNAJAH,29 RUE DE LA PYRAMIDE BELVEDERE CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
3237,POULPO MAR,POULPO MAR,LOT 121 NOUVELLE ZI DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3694,PRO CO SAF,PRO CO SAF,ZI ROUTE DE JORF LYOUDI,SAFI,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.16667,-8.83333,1,"Safi, Morocco"
PEF.25.0109.16,PROCESSING AND TRADING SEAFOOD,PROCESSING AND TRADING SEAFOOD,"LOT HALIOPOLIS N° 11,12 COMMUNE DRARGA AGADIR",AGADIR,Morocco,ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.25.0122.17,PROCESSING AND TRADING SEAFOOD 2,PROCESSING AND TRADING SEAFOOD 2,LOT HALIOPOLIS N° 11 ET 12 AGADIR COMMUNE DRARGAR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3223,RAISSMER,RAISSMER,ZI LOT 32 ET 33 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2580,RAOIHANE,RAOIHANE,RUE ASSINAA QUARTIER INDUSTRIEL ANZA AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.25.0219.19,RAYLO,RAYLO,RUE ALMILAHA Q I D'ANZA,AGADIR,Morocco,DECORTICAGE ET MARINADE DES CREVETTESET CONGELATION DU JUS DE L'EXTRAIT DES ISSUES DE DECOPRTICAGEDES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.5.0067.15,REGIE AUTONOME DES FRIGORIFIQUES DE CASABLANCA,REGIE AUTONOME DES FRIGORIFIQUES DE CASABLANCA,"AVENUE 10 MARS SIDI OTHMAN, CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.58831,-7.61138,6,"Casablanca, Morocco"
1393,REINA D’EL COSTA,REINA D’EL COSTA,KHALIL II RUE 4 N 97 LA VILETTE CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
2022,REKTA KRIFA,REKTA KRIFA,RUE PRESIDENT BEKKAI Q.I AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.8.0048.15,RESTAURANT LANGOS,RESTAURANT LANGOS,"DOUAR LAHFARI, COMMUNE RURALE MEJATIA OULED TALEB MEDIOUNA CASABLANCA",CASABLANCA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.45884,-7.51613,9,"Mediouna, Morocco"
3192,RESTINGA MAR,RESTINGA MAR,"Z.I N° 18 BP 77 SELOUANE, PR DE NADOR",NADOR,Morocco,"CONGELATION, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, MARINADE, PREPARATION DE POISSON SALE CONGELE, CUISSON DE POULPE ET CONGELATION DE POULPE CUIT","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
1301,REYTE MAROC,REYTE MAROC,STALLE N 8 PORT DE PECHE CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
5108,RGUIMAR QUESADA,RGUIMAR QUESADA,LOTS 41 ZONE INDUSTRIELLE BP 808 SAFI,SAFI,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
3400,RIJAL SAKIA AL HAMRA,RIJAL SAKIA AL HAMRA,ZI LOTS 181-192 ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.71.0027.14,RIJAL SAKIA EL HAMRA,RIJAL SAKIA EL HAMRA,ZONE INDUSTRIELLE EL MRSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION ET FILETAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
2914,RIO EXPORT,RIO EXPORT,QI HAY ES SALAM DAKHLA NOUVEAU QI,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3031,RIO GLACE,RIO GLACE,LOT 99 /100 HAY ESSALAM DAKHLA,DAKHLA,Morocco,"CONGELATION DES PETITS PELAGIQUES, ETETAGE ET EVISCERATION ET PREPARATION DE LA PATE DE SARDINES ET MAQUEREAUX","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3939,SAFA SAMAK,SAFA SAMAK,19 LOT ENNACER AFOURER AZILAL,AZILAL,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,32.20721,-6.53824,9,"Afourer, Azilal, Morocco"
PP.52.0108.16,SAFI PESCADOS,SAFI PESCADOS,LOT 33 Z.I SAFI,SAFI,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
PP.26.0241.20,SAHARA SEALAN FOOD,SAHARA SEALAN FOOD,N° 112 A2 ZONE INDUSTRIELLE TASSILA- INEZGANE-AIT MELLOUL,AGADIR,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION ET FILETAGE DES PRODUITS DE LA PECHE ET STOCKAGE DE SES PROPRES PRODUITS DE LA PECHE A L'ETAT CONGELE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.5.5446.18,SAIF AL BAHR,SAIF AL BAHR,"N° 43, RUE AL KHOUZAMA, QUARTIER LA GIRONDE CASABLANCA",CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET FILETAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
PEF.5.0171.18,SAIF AL BAHR ENTREPOSAGE,SAIF AL BAHR ENTREPOSAGE,"N° 43, RUE AL KHOUZAMA, QUARTIER LA GIRONDE CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.58831,-7.61138,6,"Casablanca, Morocco"
2372,SAITO,SAITO,QI N° 35 TASSILLA D'CHEIRA EL JIHADIA INEZGANE AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.19.0105.16,SALYM MENARA SERVICE,SALYM MENARA SERVICE,N° 9 ZONE INDUSTRIELLE AL MAAZOUZIA SIDI GHANEM MARRAKECH,MARRAKECH,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.6986,-7.98151,9,"Sidi Ghanem, Kelaa-Des-Sraghna, Morocco"
PEF.19.0106.16,SALYM MENARA SERVICE 2,SALYM MENARA SERVICE 2,N°9 ZONE INDUSTRIELLE AL MAAZOUZIA SIDI GHANEM MARRAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,32.6986,-7.98151,9,"Sidi Ghanem, Kelaa-Des-Sraghna, Morocco"
3191,SAMAK ANWAL,SAMAK ANWAL,N° 7 PORT DE BENI NSAR NADOR,NADOR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
PEF.50.0159.18,SAMAK ANWAL,SAMAK ANWAL,N° 7 PORT DE BENI NSAR NADOR,NADOR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,35.16813,-2.93352,7,"Nador, Morocco"
PP.1.0232.19,SAMAK BEN PROJET,SAMAK BEN PROJET,"ZI LOT 2263, LOTISSEMENT OULED ZAERS, AIN AOUDA",RABAT (AIN AOUDA),Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, ETETAGE ET EVISCERATION, FILETAGE, ET CONGELATION","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.01325,-6.83255,6,"Rabat, Morocco"
PEF.1.0233.19,SAMAK BEN PROJET ENTREPOSAGE,SAMAK BEN PROJET ENTREPOSAGE,"ZI LOT 2263, LOTISSEMENT OULED ZAERS, AIN AOUDA",RABAT (AIN AOUDA),Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,34.01325,-6.83255,6,"Rabat, Morocco"
4521,SAMARA,SAMARA,QUARTIER INDUSTRIEL ESSAOUIRA,ESSAOUIRA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.5125,-9.77,7,"Essaouira, Morocco"
3516,SAREX,SAREX,ROUTE DU DJORF EL YOUDI BP 294 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
PP.74.2500.19,SARGA FRIGO,SARGA FRIGO,ZI AVENUE MOHAMED V DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3437,SARGA FRIGO II,SARGA FRIGO II,ZI LOT N°1 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
4577,SAVEUR DE L'OCEAN,SAVEUR DE L'OCEAN,ROUTE DE TETOUAN Z I 3éme RUE N° 85 90000 TANGER,TANGER,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
4188,SCANDIMAR,SCANDIMAR,LOT 14 ZI SUD OUEST MOHAMMEDIA,MOHAMMADIA,Morocco,"CONGELATION, Conditionnement des produits de la pêche à l'état frais, Fumage, Séchage, congélation de la chair de crabe cuite, Emulsion de poisson en conserve, boulettes de poisson en conserve et Terrine de poisson en semiconserve","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.68607,-7.38298,7,"Mohammedia, Morocco"
PP.26.0246.20,SELECT FISH,SELECT FISH,"LOT N° B775 QUARTIER 9INDUSTRIEL, INZGANE-AIT MELLOUL",AGADIR,Morocco,CONDITIONNEMENT ET FILETAGE DE POISSON FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.71.0185.18,SEPOMER SAHARA 2,SEPOMER SAHARA 2,"ZONE INDUSTRIELLE EL MARSA,LAAYOUNE",LAAYOUNE,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.52.0016.14,SCERO,SCERO,"ZONE INDUSTRIELLE, ROUTE DE DJORF ELYOUDI SAFI",SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
2381,SERCODA,SERCODA,ZI N 1 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
4275,SHRIMPALIDA,SHRIMPALIDA,12 Z.I OUJDA,OUJDA,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.68053,-1.90764,7,"Oujda, Oujda-Angad, Morocco"
6099,SHRIMPMADELEINE,SHRIMPMADELEINE,"Z.I N° 40 BP 6000 SELOUANE,NADOR",NADOR,Morocco,DECORTICAGE DES CREVETTES ET CONGELATION DES CREVETTES DECORTIQUESET CONGELATION DU CALAMAR,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.07313,-2.9423,9,"Selouane, Nador, Morocco"
1898,SIALCO,SIALCO,QI ANZA BP 6294 ANZA 80002 AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.25.3976.20,BINEG,BINEG,ANCIEN PORT D'AGADIR,AGADIR,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
2824,SIGMA PECHE,SIGMA PECHE,PORT DE PECHE D'AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.4264616,-9.6194073,9,"Port De Peche, Avenue Mohamed V شارع الحسن الثاني, 80024 Agadir, Morocco"
4123,SILVER FOOD,SILVER FOOD,DOUAR BOUHALA COMMUNE DE SAHEL OULED HARIZ BERRACHID,CASABLANCA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
PEF.7.0230.19,SIMACOM,SIMACOM,"LOT 85 SECTEUR 13S, ZI OUELED SALEH, NOUACEUR-CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.3852,-7.57927,9,"Nouaceur, Morocco"
3711,SIMPA,SIMPA,"16 RUE DE TINGHIRT, ROCHE NOIRE, AÏN SEBAA, CASABLANCA ZONE INDUSTRIELLE",CASABLANCA,Morocco,CONSERVE DE POISSON ET SEMI CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
3458,SINGLE FISHERIE EL KHALIFA,SINGLE FISHERIE EL KHALIFA,ZI LOTS 207 ET 208 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3120,SJOVIK MOROCCO S.A,SJOVIK MOROCCO S.A,ZONE INDUSTRIELLE ESALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3110,SMOCO,SMOCO,Z.I HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
