approval_no,plant_name,company,address,town_region,country,activity,activity_type,latitude,longitude,geocode_confidence,geocode_formatted
PEF.7.0053.15,4 A LOGISTIC,4 A LOGISTIC,"DOUAR LAHFAYA, OULED HADDOU, COMMUNE DE BOUSKOURA, NOUACEUR,CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.44976,-7.65239,8,"Bouskoura, Nouaceur, Morocco"
PEF.25.0210.19,4 A LOGISTIC 2,4 A LOGISTIC 2,"Lot n° 81, Z I TASSILA III, TIKIOUINE- AGADIR",AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
4315,ACE MAREE,ACE MAREE,LOT 141 HO2 ZI SIDI GHANEM ROUTE DE SAFI MARRAKECH,MARRAKECH,Morocco,CONDITIONNEMENT DU POISSON FRAIS ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
2918,AFRO PESCA MAROC,AFRO PESCA MAROC,N° 74 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
6047,AGADIR ICE,AGADIR ICE,PORT DE PECHE AGADIR PARCELLE N°247 AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
6310,AGADIR OCEAN II,AGADIR OCEAN II,ZONE INDUSTRIELLE AIT MELLOUL BP 1640 AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.59.0098.16,AGRICOLD FRIGO OULED HRIZ,AGRICOLD FRIGO OULED HRIZ,QUARTIER INDUSTRIEL LOT N°2 ROUTE AIN SAYARNI BERCHID,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.58831,-7.61138,6,"Casablanca, Morocco"
4070,AL ALYA FISHERIES,AL ALYA FISHERIES,LOT 3 EX MATRAP AVABDRRAHIM BOUABID LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.48.0205.19,ALIDA SEAFOOD AND PROCESSING,ALIDA SEAFOOD AND PROCESSING,Zone d'activité économique Lot N°41 commune urbaine de Jerada,JERADA,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.31,-2.16,9,"Jerada, Morocco"
PP.46.6364.18,ALPHA POISSON,ALPHA POISSON,"KM, 7 ROUTE BERKANE -SAIDIA BERKANE",BERKANE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.08348,-2.24115,9,"Saidia, Berkane-Taourirt, Morocco"
PP.50.0223.19,ALTO MARE,ALTO MARE,"PORT DE PECHE DE BENI ENSAR, NADOR",NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
2682,AMADIR,AMADIR,"AV AHMED EL HIBA , LOT 855 ZONE INDUSTRIELLE AIT MELLOUL INZEGANE AGADIR",AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.33729,-9.49783,9,"Ait Melloul, Inezgane-Ait Mellou, Morocco"
1657,AMAPEX,AMAPEX,PARCELLE 50 NOUVEAU PORT AGADIR 80000 AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.60.0192.18,ANASS PESCA,ANASS PESCA,PORT DE MEHDIA KENITRA,KENITRA,Morocco,SALAISON DES ANCHOIS EN FUTS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.2715531,-6.6446354,9,"Kasbat el Mehdia, Mehdya, باشوية المهدية, Morocco"
PP.27.2171.21,ANDREXPORT,ANDREXPORT,44 AV MED LQBAL BIOUGRA AIT BAHA AGADIR,AGADIR,Morocco,MATURATION ET STOCKAGE DES POISSONS SAL2S,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3718,ANDREXPORT II,ANDREXPORT II,ZONE INDUSTRIELLE D'AIT MELLOUL N° 638 BIS AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3416,ANOL,ANOL,QI ANZA AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.34.0188.18,ANTIPASTI-MED,ANTIPASTI-MED,"ZONE FRANCHE , SECTEUR B1, LOT N°2 , TANGER",TANGER,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
4605,AQUASUD,AQUASUD,AV MED V QUARTIER INDUSTRIEL DAKHLA BP 132 DAKHLA,DAKHLA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.74.0011.14,ARGOB FISH,ARGOB FISH,N°175-176 ZONE INDUSTRIELLE DAKHLA,DAKHLA,Morocco,TRIAGE ET CALIBRAGE DES PETITS PELAGIQUES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.74.3108.18,ARTERE CONGEL,ARTERE CONGEL,ZONE PORTUAIRE DAKHLA,DAKHLA,Morocco,"CONGELATION, CONDITIONNEMENT DES PRODUITS DE LA PËCHE A L'ETAT FRAIS ET ETETAGE ET EVISCERATION DES PRODUITS DE LA PECHE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PEF.7.0099.16,ASMAK AL OUIFAK,ASMAK AL OUIFAK,DOUAR LAHFAYA KM 11 ROUTE DE MEDIOUNA NOUACEUR CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.3852,-7.57927,9,"Nouaceur, Morocco"
PEF.19.0208.19,ASMAK HAOUZ MARRAKECH,ASMAK HAOUZ MARRAKECH,"N° 781, LOTISSEMENT AL MASSAR ROUTE DE SAFI, MARRAKECH",MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
4082,ASMAK MORSAD,ASMAK MORSAD,BP 8002 CITE DAKHLA AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.19.0083.16,ASMAK TAHIRI,ASMAK TAHIRI,N° 136 HAY TARGA SIDI MBAREK MARAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
PP.71.0145.17,ASPAM,ASPAM,LOT A35 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PEF.53.0135.17,ASSALAMA FRIGOS 1,ASSALAMA FRIGOS 1,ZONE INDUSTRIELLE LOT 151 EL JADIDA,EL JADIDA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.2098244,-8.4871566,8,"Zone Industrielle d'El Jadida, El Jadida, El Jadida Province, Morocco"
PP.53.0136.17,ASSALAMA FRIGOS 2,ASSALAMA FRIGOS 2,"ZONE INDUSTRIELLE LOT 151, EL JADIDA",EL JADIDA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.2098244,-8.4871566,8,"Zone Industrielle d'El Jadida, El Jadida, El Jadida Province, Morocco"
PP.5.0213.19,ASSIETTE NORDIQUE,ASSIETTE NORDIQUE,"Lotissement Saadi, Lot n°6, Quartier Industriel Sidi Bernoussi-Casablanca",CASABLANCA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE, DES PRODUITS DE L'AQUACULTURE A L'ÉTÉ FRAIS ET CONGELATION, FILETAGE,FUMAGE, DECORTICAGE DES CREVETTES ET CUISSON DES CRUSTACES ET STOCKAGE DES PRODUITS CONGELES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.65561,-7.45414,9,"Sidi Bernoussi, Casablanca, Morocco"
PEF.5.0215.19,ASSIETTE NORDIQUE ENTREPOSAGE,ASSIETTE NORDIQUE ENTREPOSAGE,"Lotissement Saadi, Lot n° 16, Quartier Industriel Sidi Bernoussi-Casablanca",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.65561,-7.45414,9,"Sidi Bernoussi, Casablanca, Morocco"
PEF.5.0262.20,ASSIETTE OCEANE,ASSIETTE OCEANE,"1, Allée de Mandariniers, Bd Chefchaouni, Ain Sbaa -Casablanca",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.58831,-7.61138,6,"Casablanca, Morocco"
PP.1.0087.16,FATIFISH FOOD,FATIFISH FOOD,ZONE INDUSTRIELLE BOUREGRAG,RABAT,Morocco,"CONGELATION DES PRODUITS DE LA PECHE ET DES COQUILLAGES, Conditionnement des produits de la peche a l'etat frais, FILETAGE ET DECORTICAGE DES CREVETTES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.01325,-6.83255,6,"Rabat, Morocco"
PP.68.3592.21,ATLANTIC BLEUE FIN,ATLANTIC BLEUE FIN,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,CONGELATION DES CEPHALOPODES ET POISSONS BLANCS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",28.43288,-11.08697,1,"Tan Tan, Tan-Tan, Morocco"
3030,ATLANTIC CONSERVES,ATLANTIC CONSERVES,ZI AIT MELLOUL .BP 582 AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.26.0162.18,ATLANTIC HOME SARDINES,ATLANTIC HOME SARDINES,ZONE INDUSTRIELLE LOT 676 AIT MELLOUL AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.3320486,-9.4920134,9,"Ait Melloul Zone Industrielle, 86152 Lotissement E Quartier industrielle, Morocco"
3507,ATLANTIC SARDINE ANCHOVIES TAN TAN,ATLANTIC SARDINE ANCHOVIES TAN TAN,QUARTIER INDUSTRIEL ROUTE PRINCIPAL TAN TAN,TAN TAN,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",28.43288,-11.08697,1,"Tan Tan, Tan-Tan, Morocco"
2933,ATLANTIC SEA PRODUCTS,ATLANTIC SEA PRODUCTS,"N° 31, NOUVEAU PORT D’AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3874,ATLAS SEAFOOD,ATLAS SEAFOOD,40 ANGLE AVENUE ABOUBAKER EL OUAHRANI ET RUE AVIATEUR VITALIS HAY HAY MOHAMMADI CASABLANCA,CASABLANCA,Morocco,"CONGELATION, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAS ET CONDITIONNEMENT DES PIEDS DE BICHE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
1155,ATUNEROS DEL NORTE,ATUNEROS DEL NORTE,PORT M DIQ- M DIQ TETOUAN 3 RUE ELRRAOUI APPT 26 1ER ETAGE TANGER TETOUAN,M'DIQ,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
PP.74.0041.15,ATUNEROS DEL SUR,ATUNEROS DEL SUR,"N° 1,2 ZONE INDUSTRIELLE ESSALAM DAKHLA",DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
1653,AVEIRO MAROC,AVEIRO MAROC,ZONE INDUSTRIELLE 80152 AIT MELLOUL,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.3320486,-9.4920134,9,"Ait Melloul Zone Industrielle, 86152 Lotissement E Quartier industrielle, Morocco"
PEF.40.0237.19,AYOUB DES POISSONS,AYOUB DES POISSONS,N° 138 ZONE INDUSTRIELLE -TETOUAN,TETOUAN,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,35.606151,-5.3093728,8,"93006 Tétouan, Morocco"
PEF.19.0094.16,AZUL FISH,AZUL FISH,LOT N° 756 LOTISSEMENT AL MASSAR ROUTE DE SAFI MARRAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
PP.19.0146.17,AZUL FISH 2,AZUL FISH 2,"N° 756,LOTISSEMENT AL MASSAR, ROUTE DE SAFI, 40000,MARRAKECH",MARRAKECH,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
PEF.5.0175.18,AZUL FISH 3,AZUL FISH 3,"N° 310 LOTISSEMENT LINA ,ZI SIDI MAAROUF-CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.51402,-7.65384,7,"Sidi Ma’rouf, Région du Grand Casablanca, Morocco"
PP.63.0155.18,BAHRI FISH,BAHRI FISH,LOT N° 62 ZONE INDUSTRIELLE DE BENI MELLAL,BENI MELLAL,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.33725,-6.34983,7,"Beni Mellal, Beni-Mellal, Morocco"
3196,BAZEN,BAZEN,"167, BD DE BOURGOGNE CASABLANCA",MOHAMMADIA,Morocco,SECHAGE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.68607,-7.38298,7,"Mohammedia, Morocco"
2817,BEAUX FRIGOS,BEAUX FRIGOS,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.25.3313.20,NATURA POISSONS,NATURA POISSONS,PARCELLE 64 NOUVEAU PORT ANZA AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1709,BELMA,BELMA,"ZONE INDUSTRIELLE D'AIT MELLOUL, LOT N° 862",AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.3320486,-9.4920134,9,"Ait Melloul Zone Industrielle, 86152 Lotissement E Quartier industrielle, Morocco"
3222,BENSSI FRIGO,BENSSI FRIGO,ZONE INDUSTRIELE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.47.0278.21,BEST CONSERVES,BEST CONSERVES,"19 ROUTE NATIONAL RELIANT TAOURIRT ET DEBDOU, COMMUNE AHL OUES ZA, Province TAOURIRT",TAOURIRT,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
5157,BIO FISH,BIO FISH,"N° 92 ZONE 1 PARC INDUSTRIEL DE BOUSKOURA, PROVINCE DE NOUACEUR CASABLANCA",CASABLANCA,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES",33.44976,-7.65239,8,"Bouskoura, Nouaceur, Morocco"
2975,BLANCAMAR,BLANCAMAR,"LOTS 15 ET16, Z.I SAPINO PROVINCE DE NOUACEUR CASABLANCA",CASABLANCA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.45839,-7.64726,9,"Nouaceur, Morocco"
2915,BLANMAR,BLANMAR,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.1.0087.16,FATIFISH FOOD,FATIFISH FOOD,"8,9,10 ZONE INDUSTRIELLE ABI REGRAG,RABAT",RABAT,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION, FILETAGE, DECORTICAGE DES CREVETTES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.01325,-6.83255,6,"Rabat, Morocco"
PEF.1.0063.15,HANDELMA,HANDELMA,"N°1,ZONE INDUSTRIELLE ABI REGREG,TAKADOUM RABAT",RABAT,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,34.01325,-6.83255,6,"Rabat, Morocco"
3087,BOUZERGTOUN SEAFOOD,BOUZERGTOUN SEAFOOD,STALLE N° 11 PORT DE PECHE S CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
1963,C.C.I.D,C.C.I.D,BP 111 ZONE INDJUSTRIELLE DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
